Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,wholeAddressRifle
1478703,11-Aug-19,California,Chico,2200 block of Notre Dame Blvd,0,0,"2200 block of Notre Dame Blvd, Chico, California"
1476447,10-Aug-19,Kentucky,Water Valley,2000 block of Hudson Rd,0,0,"2000 block of Hudson Rd, Water Valley, Kentucky"
1476773,10-Aug-19,Pennsylvania,Bethel,Camp Swatara Rd and Pine Grove Rd,0,0,"Camp Swatara Rd and Pine Grove Rd, Bethel, Pennsylvania"
1480380,9-Aug-19,Florida,Deland,2725 Orange Rd,0,0,"2725 Orange Rd, Deland, Florida"
1474781,9-Aug-19,Texas,Houston,2400 block of Hutton St,0,3,"2400 block of Hutton St, Houston, Texas"
1475422,9-Aug-19,Texas,Houston,8210 Scott St,0,4,"8210 Scott St, Houston, Texas"
1476885,9-Aug-19,Illinois,Rantoul,US Hwy 136,0,0,"US Hwy 136, Rantoul, Illinois"
1874003,9-Aug-19,Colorado,Pueblo,N/A,0,0,"N/A, Pueblo, Colorado"
1475614,9-Aug-19,Connecticut,Jewett City (Griswold),Harvey Rd,0,0,"Harvey Rd, Jewett City (Griswold), Connecticut"
1475849,9-Aug-19,Mississippi,Waynesboro,N/A,0,0,"N/A, Waynesboro, Mississippi"
1473950,8-Aug-19,New Jersey,Trenton,Atterbury Ave,0,0,"Atterbury Ave, Trenton, New Jersey"
1473922,8-Aug-19,Georgia,Jesup,N Cypress St,0,0,"N Cypress St, Jesup, Georgia"
1473842,8-Aug-19,Georgia,Macon,1100 block of Scotland Ave,0,0,"1100 block of Scotland Ave, Macon, Georgia"
1473831,8-Aug-19,Missouri,Springfield,3150 W Republic Rd,0,0,"3150 W Republic Rd, Springfield, Missouri"
1474601,8-Aug-19,Nebraska,Lincoln,Washington St and S 22nd St,0,0,"Washington St and S 22nd St, Lincoln, Nebraska"
1481512,8-Aug-19,Illinois,Chicago,2900 block of N Western Ave,0,0,"2900 block of N Western Ave, Chicago, Illinois"
1475230,8-Aug-19,Indiana,Fort Wayne,8518 Hessen Cassel Rd,0,0,"8518 Hessen Cassel Rd, Fort Wayne, Indiana"
1473198,8-Aug-19,New Jersey,Irvington,300 block of Myrtle Ave,2,3,"300 block of Myrtle Ave, Irvington, New Jersey"
1474852,8-Aug-19,Illinois,Bensenville,200 block of George St,1,0,"200 block of George St, Bensenville, Illinois"
1473865,8-Aug-19,Tennessee,Red Boiling Springs,415 Hillcrest Dr,0,0,"415 Hillcrest Dr, Red Boiling Springs, Tennessee"
1474019,8-Aug-19,Texas,Houston,I-10 and Federal Rd,2,0,"I-10 and Federal Rd, Houston, Texas"
1474431,8-Aug-19,Indiana,Yorktown,1000 block of N Finnlandia Ct,0,0,"1000 block of N Finnlandia Ct, Yorktown, Indiana"
1475174,8-Aug-19,New Hampshire,Tilton,Calef Hill Rd,0,0,"Calef Hill Rd, Tilton, New Hampshire"
1477910,8-Aug-19,Texas,Center,Tenaha St,0,0,"Tenaha St, Center, Texas"
1474944,8-Aug-19,Missouri,Kansas City,E Truman Rd and Locust St,0,0,"E Truman Rd and Locust St, Kansas City, Missouri"
1474002,7-Aug-19,Texas,Paradise,338 School House Rd,0,0,"338 School House Rd, Paradise, Texas"
1472597,7-Aug-19,Missouri,Columbia,4420 Ria St,0,0,"4420 Ria St, Columbia, Missouri"
1475637,7-Aug-19,Texas,San Antonio,7800 block of Evans Rd,0,0,"7800 block of Evans Rd, San Antonio, Texas"
1473786,7-Aug-19,Iowa,Sergeant Bluff,1500 block of Harrington Loop,0,0,"1500 block of Harrington Loop, Sergeant Bluff, Iowa"
1477118,7-Aug-19,Ohio,Youngstown (Boardman),Oakridge Dr,0,0,"Oakridge Dr, Youngstown (Boardman), Ohio"
1472795,7-Aug-19,Michigan,Allen Park,6700 block of Luana Ave,0,0,"6700 block of Luana Ave, Allen Park, Michigan"
1472428,7-Aug-19,Kentucky,Lexington,Rye Ln,0,0,"Rye Ln, Lexington, Kentucky"
1475345,7-Aug-19,New Mexico,Albuquerque,800 Odelia Rd NE,0,0,"800 Odelia Rd NE, Albuquerque, New Mexico"
1484655,7-Aug-19,South Carolina,York,Davidson Ridge Rd,0,0,"Davidson Ridge Rd, York, South Carolina"
1478262,7-Aug-19,Massachusetts,Framingham,47 Prior Dr,0,0,"47 Prior Dr, Framingham, Massachusetts"
1474315,7-Aug-19,California,Fresno,Belmont Ave and Chestnut Ave,0,0,"Belmont Ave and Chestnut Ave, Fresno, California"
1474304,7-Aug-19,California,Antioch,2000 block of Goldpine Way,0,0,"2000 block of Goldpine Way, Antioch, California"
1472498,7-Aug-19,Texas,Beaumont,3987 College St,0,1,"3987 College St, Beaumont, Texas"
1475192,7-Aug-19,Washington,White Swan,400 block of 1st St,1,0,"400 block of 1st St, White Swan, Washington"
1472641,7-Aug-19,Missouri,Saint Louis,4900 block of Plover Ave,3,1,"4900 block of Plover Ave, Saint Louis, Missouri"
1472225,6-Aug-19,Florida,Naples,3341 26th Ave SE,0,0,"3341 26th Ave SE, Naples, Florida"
1471735,6-Aug-19,New York,Albany,900 Shaker Run,0,0,"900 Shaker Run, Albany, New York"
1473283,6-Aug-19,Maryland,Silver Spring,8202 Georgia Ave,0,0,"8202 Georgia Ave, Silver Spring, Maryland"
1472906,6-Aug-19,Maine,Brownfield,25 Denmark Rd,0,0,"25 Denmark Rd, Brownfield, Maine"
1498718,6-Aug-19,Texas,Lubbock,1701 50th St,0,0,"1701 50th St, Lubbock, Texas"
1473881,5-Aug-19,New Mexico,Roswell,900 block of North Ohio Avenue,0,0,"900 block of North Ohio Avenue, Roswell, New Mexico"
1469835,5-Aug-19,Texas,Converse,7500 block of Gander Park,1,0,"7500 block of Gander Park, Converse, Texas"
1471546,5-Aug-19,Kentucky,Hopkinsville,S Fowler Ave,0,0,"S Fowler Ave, Hopkinsville, Kentucky"
1471501,5-Aug-19,Pennsylvania,Duquesne,Lincoln Ave,0,0,"Lincoln Ave, Duquesne, Pennsylvania"
1470970,5-Aug-19,Texas,San Antonio,7514 Dream Valley St,4,0,"7514 Dream Valley St, San Antonio, Texas"
1471270,5-Aug-19,Georgia,Thomasville,N/A,0,0,"N/A, Thomasville, Georgia"
1471473,5-Aug-19,West Virginia,Pocahontas (county),N/A,1,1,"N/A, Pocahontas (county), West Virginia"
1471940,5-Aug-19,Texas,Odessa,600 block of College Ave,0,0,"600 block of College Ave, Odessa, Texas"
1467828,4-Aug-19,Ohio,Dayton,419 E 5th St,10,17,"419 E 5th St, Dayton, Ohio"
1470965,4-Aug-19,Massachusetts,Warren,N/A,0,0,"N/A, Warren, Massachusetts"
1470731,4-Aug-19,Missouri,Saint Louis (Richmond Heights),7875 Dale Ave,0,0,"7875 Dale Ave, Saint Louis (Richmond Heights), Missouri"
1474063,3-Aug-19,Ohio,Berea,Nobottom Rd,0,1,"Nobottom Rd, Berea, Ohio"
1468643,3-Aug-19,Pennsylvania,Philadelphia,1900 block of Conwell Ave,1,0,"1900 block of Conwell Ave, Philadelphia, Pennsylvania"
1466705,3-Aug-19,Texas,El Paso,7101 Gateway Blvd,23,23,"7101 Gateway Blvd, El Paso, Texas"
1471396,3-Aug-19,Ohio,Columbus,1800 block of E Rich St,0,0,"1800 block of E Rich St, Columbus, Ohio"
1473286,3-Aug-19,Pennsylvania,Schellsburg,Cortland Rd,0,0,"Cortland Rd, Schellsburg, Pennsylvania"
1468196,3-Aug-19,Arizona,Tolleson,91st Ave and Washington St,0,1,"91st Ave and Washington St, Tolleson, Arizona"
1474266,3-Aug-19,Oregon,Newport,198 NE 123rd St,0,0,"198 NE 123rd St, Newport, Oregon"
1467813,3-Aug-19,Texas,Midland,2900 block of Purple Sage Trail,0,1,"2900 block of Purple Sage Trail, Midland, Texas"
1467567,2-Aug-19,California,Santa Rosa,500 block of Colgan Ave,0,0,"500 block of Colgan Ave, Santa Rosa, California"
1467533,2-Aug-19,Louisiana,New Orleans,3700 block of Rue Nadine,0,0,"3700 block of Rue Nadine, New Orleans, Louisiana"
1466083,2-Aug-19,Kentucky,Louisville (Middletown),100 block of Juneau Dr,0,0,"100 block of Juneau Dr, Louisville (Middletown), Kentucky"
1466644,2-Aug-19,Illinois,Chicago,E 69th St and S Dorchester Ave,0,0,"E 69th St and S Dorchester Ave, Chicago, Illinois"
1464872,1-Aug-19,Ohio,Springfield,Tibbetts Ave,0,0,"Tibbetts Ave, Springfield, Ohio"
1464890,1-Aug-19,Pennsylvania,Philadelphia,3500 block of Market St,0,0,"3500 block of Market St, Philadelphia, Pennsylvania"
1472334,1-Aug-19,California,Redding,N/A,0,0,"N/A, Redding, California"
1464884,1-Aug-19,Oklahoma,Jay,32501 S 685 Rd,1,1,"32501 S 685 Rd, Jay, Oklahoma"
1473225,1-Aug-19,District of Columbia,Washington,3031 30th St SE,0,0,"3031 30th St SE, Washington, District of Columbia"
1474341,1-Aug-19,Maryland,Dameron,18508 Saint Jeromes Neck Rd,0,0,"18508 Saint Jeromes Neck Rd, Dameron, Maryland"
1465586,1-Aug-19,South Carolina,Lamar,Oates Hwy and E Seven Pines St,0,0,"Oates Hwy and E Seven Pines St, Lamar, South Carolina"
1465498,1-Aug-19,Louisiana,New Orleans (Gentilly),4300 Louisa Dr,0,0,"4300 Louisa Dr, New Orleans (Gentilly), Louisiana"
1464397,31-Jul-19,Texas,Port Arthur,4100 block of Charlotte Dr,0,0,"4100 block of Charlotte Dr, Port Arthur, Texas"
1464086,31-Jul-19,Tennessee,Chattanooga,3700 block of Kellys Ferry Rd,1,0,"3700 block of Kellys Ferry Rd, Chattanooga, Tennessee"
1489305,31-Jul-19,New York,Ithaca,N Cayuga St,0,0,"N Cayuga St, Ithaca, New York"
1466836,31-Jul-19,Indiana,Hobart,50 block of East Third St,0,0,"50 block of East Third St, Hobart, Indiana"
1465853,31-Jul-19,Indiana,Portage,2800 block of Blake Rd,0,0,"2800 block of Blake Rd, Portage, Indiana"
1486152,31-Jul-19,Illinois,Collinsville,1600 Golfview,0,0,"1600 Golfview, Collinsville, Illinois"
1474978,30-Jul-19,Wisconsin,Milwaukee,5800 block of 61st St,0,0,"5800 block of 61st St, Milwaukee, Wisconsin"
1464941,30-Jul-19,Arizona,Tucson,4700 block of Linden Street,1,0,"4700 block of Linden Street, Tucson, Arizona"
1463237,30-Jul-19,New York,Rome,Belmont Ave,1,0,"Belmont Ave, Rome, New York"
1474663,30-Jul-19,Arizona,Phoenix,N/A,0,0,"N/A, Phoenix, Arizona"
1464544,30-Jul-19,Illinois,Pittsfield,I-72,0,0,"I-72, Pittsfield, Illinois"
1461921,29-Jul-19,Tennessee,Memphis,2970 N Trezevant St,1,2,"2970 N Trezevant St, Memphis, Tennessee"
1463902,29-Jul-19,Arkansas,Hot Springs National Park (Hot Springs),141 Bradford Rd,0,0,"141 Bradford Rd, Hot Springs National Park (Hot Springs), Arkansas"
1463827,29-Jul-19,Texas,Center,Kindle St,0,0,"Kindle St, Center, Texas"
1719792,29-Jul-19,Georgia,Jonesboro,N/A,0,1,"N/A, Jonesboro, Georgia"
1460448,28-Jul-19,California,Gilroy,7050 Miller Ave,4,17,"7050 Miller Ave, Gilroy, California"
1463658,28-Jul-19,Illinois,Gilberts,100 block of Park Ct,0,0,"100 block of Park Ct, Gilberts, Illinois"
1460389,28-Jul-19,Massachusetts,Swampscott,Paradise Rd,0,0,"Paradise Rd, Swampscott, Massachusetts"
1460011,28-Jul-19,Pennsylvania,Uniontown,14 Pershing Ct,0,3,"14 Pershing Ct, Uniontown, Pennsylvania"
1460259,27-Jul-19,Ohio,Louisville,1516 Opal St,0,0,"1516 Opal St, Louisville, Ohio"
1462542,27-Jul-19,Indiana,Whiteland (New Whiteland),400 Tracy Rd,0,0,"400 Tracy Rd, Whiteland (New Whiteland), Indiana"
1508699,27-Jul-19,Missouri,Columbia,3500 E Gans Rd,0,0,"3500 E Gans Rd, Columbia, Missouri"
1460584,26-Jul-19,Pennsylvania,Erie,1200 block of Downing Ave,0,0,"1200 block of Downing Ave, Erie, Pennsylvania"
1459700,26-Jul-19,Missouri,Willow Springs,Co Rd 5640,0,1,"Co Rd 5640, Willow Springs, Missouri"
1459065,26-Jul-19,Michigan,Lexington,4000 block of Lakeshore Rd,0,0,"4000 block of Lakeshore Rd, Lexington, Michigan"
1459193,26-Jul-19,Massachusetts,Wrentham,5 May St,0,0,"5 May St, Wrentham, Massachusetts"
1458339,26-Jul-19,Louisiana,Church Point,N Franques St,1,0,"N Franques St, Church Point, Louisiana"
1459908,26-Jul-19,New Mexico,Roswell,2100 block of W 2nd St,1,0,"2100 block of W 2nd St, Roswell, New Mexico"
1489009,26-Jul-19,Maryland,Pittsville,7400 block of Gumboro Rd,0,0,"7400 block of Gumboro Rd, Pittsville, Maryland"
1459215,26-Jul-19,Washington,Spokane,200 block of W 7th St,0,0,"200 block of W 7th St, Spokane, Washington"
1457339,25-Jul-19,Illinois,Chicago,10400 block of S State St,0,0,"10400 block of S State St, Chicago, Illinois"
1752078,25-Jul-19,Nebraska,Winnebago,N/A,0,1,"N/A, Winnebago, Nebraska"
1458272,25-Jul-19,Massachusetts,Salem,N/A,0,0,"N/A, Salem, Massachusetts"
1527385,24-Jul-19,Iowa,Waterloo,N/A,0,0,"N/A, Waterloo, Iowa"
1457839,24-Jul-19,Missouri,Saint Louis (Overland),10400 block of Canter Way,0,0,"10400 block of Canter Way, Saint Louis (Overland), Missouri"
1457764,24-Jul-19,Missouri,Kansas City,6700 block of Independence Ave,0,0,"6700 block of Independence Ave, Kansas City, Missouri"
1483671,24-Jul-19,New Jersey,Hackettstown,Country Rd 517,0,0,"Country Rd 517, Hackettstown, New Jersey"
1465406,24-Jul-19,North Carolina,Asheville,415 Deaverview Rd,0,0,"415 Deaverview Rd, Asheville, North Carolina"
1456886,23-Jul-19,Tennessee,Springfield,2001 Memorial Blvd,0,0,"2001 Memorial Blvd, Springfield, Tennessee"
1457710,23-Jul-19,Florida,Saint Augustine,Hurst St and W King St,0,0,"Hurst St and W King St, Saint Augustine, Florida"
1455690,23-Jul-19,New York,Albany,855 Central Ave,0,0,"855 Central Ave, Albany, New York"
1576494,23-Jul-19,Iowa,Waterloo,212 Denver St,0,0,"212 Denver St, Waterloo, Iowa"
1457250,23-Jul-19,Maryland,Mechanicsville,40700 block of Old Horse Landing Rd,0,0,"40700 block of Old Horse Landing Rd, Mechanicsville, Maryland"
1454928,22-Jul-19,Alabama,Ranburne,100 block of River Rd,1,0,"100 block of River Rd, Ranburne, Alabama"
1455242,22-Jul-19,Pennsylvania,York,10 block of Carroll St,1,0,"10 block of Carroll St, York, Pennsylvania"
1484170,22-Jul-19,New York,Medina,Ridge Rd,0,0,"Ridge Rd, Medina, New York"
1454743,22-Jul-19,Alabama,Montgomery,Gibbs Dr and Mobile Hwy,0,1,"Gibbs Dr and Mobile Hwy, Montgomery, Alabama"
1457830,22-Jul-19,New Jersey,Mount Holly,White St,0,0,"White St, Mount Holly, New Jersey"
1453699,21-Jul-19,Tennessee,Chattanooga,4632 Trailwood Dr,1,0,"4632 Trailwood Dr, Chattanooga, Tennessee"
1458029,21-Jul-19,Louisiana,Bogalusa,1100 block of College St,0,1,"1100 block of College St, Bogalusa, Louisiana"
1454007,21-Jul-19,Washington,Tacoma,S 40th St and Fawcett Ave,1,0,"S 40th St and Fawcett Ave, Tacoma, Washington"
1458963,21-Jul-19,Indiana,Bloomington,3201 IN-45,0,0,"3201 IN-45, Bloomington, Indiana"
1454746,21-Jul-19,Texas,Houston,3400 block of Woodchase Dr,0,3,"3400 block of Woodchase Dr, Houston, Texas"
1558603,21-Jul-19,Missouri,Braymer,3321 SE Catawba Rd,2,0,"3321 SE Catawba Rd, Braymer, Missouri"
1455401,21-Jul-19,Tennessee,Morristown,3500 block of McClister Rd,0,0,"3500 block of McClister Rd, Morristown, Tennessee"
1455207,21-Jul-19,Florida,Delray Beach,SW 15th Terrace and SW 6th St,0,0,"SW 15th Terrace and SW 6th St, Delray Beach, Florida"
1455991,20-Jul-19,Oklahoma,Duncan,N/A,0,0,"N/A, Duncan, Oklahoma"
1453522,20-Jul-19,Maine,Buxton,Dunnell Rd,0,0,"Dunnell Rd, Buxton, Maine"
1456109,20-Jul-19,Massachusetts,Lynnfield,Summer St,0,0,"Summer St, Lynnfield, Massachusetts"
1452966,19-Jul-19,Pennsylvania,Slatington,400 block of Kuehner Ave,0,0,"400 block of Kuehner Ave, Slatington, Pennsylvania"
1457870,19-Jul-19,Tennessee,Knoxville,California Rd,0,0,"California Rd, Knoxville, Tennessee"
1476317,19-Jul-19,New York,Poughkeepsie,13 Duane St,0,0,"13 Duane St, Poughkeepsie, New York"
1452358,19-Jul-19,Texas,Houston,17150 FM 529 Rd,0,1,"17150 FM 529 Rd, Houston, Texas"
1453570,19-Jul-19,California,Stockton,Chaparral Way,0,0,"Chaparral Way, Stockton, California"
1452685,19-Jul-19,Texas,League City,3000 block of Coreopsis Ct,1,0,"3000 block of Coreopsis Ct, League City, Texas"
1455199,19-Jul-19,Florida,Belle Glade,1300 block of SW MLK Blvd,0,0,"1300 block of SW MLK Blvd, Belle Glade, Florida"
1452397,19-Jul-19,New York,New York (Manhattan),W 161st and Broadway,0,0,"W 161st and Broadway, New York (Manhattan), New York"
1453056,18-Jul-19,Michigan,Detroit,N/A,0,0,"N/A, Detroit, Michigan"
1452022,18-Jul-19,Ohio,Columbus,600 block of Dexter Ave,0,0,"600 block of Dexter Ave, Columbus, Ohio"
1451989,18-Jul-19,West Virginia,Hico,Sunday Rd,0,0,"Sunday Rd, Hico, West Virginia"
1452723,18-Jul-19,California,Oxnard,1400 block of Guava St,0,0,"1400 block of Guava St, Oxnard, California"
1453452,18-Jul-19,Illinois,Rockford,1600 block of Green St,0,0,"1600 block of Green St, Rockford, Illinois"
1451931,18-Jul-19,Tennessee,Maryville,2000 block of Montvale Rd,0,1,"2000 block of Montvale Rd, Maryville, Tennessee"
1451670,18-Jul-19,Oregon,Corvallis,855 NW 8th St,0,0,"855 NW 8th St, Corvallis, Oregon"
1451667,18-Jul-19,Washington,Seattle,600 block of Riverside Dr,0,1,"600 block of Riverside Dr, Seattle, Washington"
1455703,18-Jul-19,Maine,Blaine,Pierce Rd,0,0,"Pierce Rd, Blaine, Maine"
1453951,18-Jul-19,Texas,Seguin,900 block of Nickerson Farms Rd,0,0,"900 block of Nickerson Farms Rd, Seguin, Texas"
1453081,17-Jul-19,Maine,Farmingdale,Northern Ave,0,0,"Northern Ave, Farmingdale, Maine"
1633726,17-Jul-19,West Virginia,Morgantown,Montrose Ave,0,0,"Montrose Ave, Morgantown, West Virginia"
1452263,17-Jul-19,New Hampshire,Portsmouth,322 Kearsage Way,0,0,"322 Kearsage Way, Portsmouth, New Hampshire"
1451895,17-Jul-19,Georgia,Gainesville,Saddle Club Rd,0,0,"Saddle Club Rd, Gainesville, Georgia"
1451089,17-Jul-19,Colorado,Boone,2000 block of 53rd Ln,0,0,"2000 block of 53rd Ln, Boone, Colorado"
1454317,17-Jul-19,Illinois,Niles,7200 block of Conrad Ave,0,0,"7200 block of Conrad Ave, Niles, Illinois"
1450030,17-Jul-19,Florida,Cape Coral,N/A,0,0,"N/A, Cape Coral, Florida"
1450581,17-Jul-19,Illinois,Shelbina,200 block of W Beech St,1,0,"200 block of W Beech St, Shelbina, Illinois"
1450902,17-Jul-19,California,Los Angeles,Wilmington Ave and 111th St,0,1,"Wilmington Ave and 111th St, Los Angeles, California"
1450760,17-Jul-19,Washington,Seattle,N/A,0,0,"N/A, Seattle, Washington"
1451621,17-Jul-19,Texas,San Antonio,31 Rustic Bend,0,0,"31 Rustic Bend, San Antonio, Texas"
1451532,17-Jul-19,Texas,Abilene,1100 block of Cabernet Dr,0,0,"1100 block of Cabernet Dr, Abilene, Texas"
1449258,16-Jul-19,Alabama,Ardmore,5000 block of Elkwood Section Rd,1,0,"5000 block of Elkwood Section Rd, Ardmore, Alabama"
1450052,16-Jul-19,New Jersey,Northfield,1000 block of Broad St,0,0,"1000 block of Broad St, Northfield, New Jersey"
1454159,16-Jul-19,Louisiana,Baton Rouge,6512 Winbourne Ave,0,0,"6512 Winbourne Ave, Baton Rouge, Louisiana"
1450385,16-Jul-19,Michigan,Jackson,3333 E Michigan Ave,0,0,"3333 E Michigan Ave, Jackson, Michigan"
1449415,16-Jul-19,Indiana,Nashville,Plum Creek Road,0,0,"Plum Creek Road, Nashville, Indiana"
1448065,15-Jul-19,Maryland,Baltimore,2117 Maryland Ave,2,1,"2117 Maryland Ave, Baltimore, Maryland"
1449426,15-Jul-19,Tennessee,Nashville,900 block of W Trinity Ln,0,0,"900 block of W Trinity Ln, Nashville, Tennessee"
1452741,15-Jul-19,California,Fountain Valley,N/A,0,0,"N/A, Fountain Valley, California"
1449069,15-Jul-19,Illinois,Lockport,Bruce Road and Lawrence Ave,0,0,"Bruce Road and Lawrence Ave, Lockport, Illinois"
1449304,15-Jul-19,Delaware,Smyrna,White Rabbit Dr and Groundhog Ln,0,0,"White Rabbit Dr and Groundhog Ln, Smyrna, Delaware"
1448861,15-Jul-19,Arizona,Phoenix,3633 N 3rd Ave,2,1,"3633 N 3rd Ave, Phoenix, Arizona"
1449503,14-Jul-19,New York,Corinth,Miner Road,0,0,"Miner Road, Corinth, New York"
1447620,14-Jul-19,North Carolina,High Point,1000 block of Cassell St,0,0,"1000 block of Cassell St, High Point, North Carolina"
1449321,14-Jul-19,North Carolina,Eden,711 Morgan Rd,0,1,"711 Morgan Rd, Eden, North Carolina"
1448003,14-Jul-19,Oregon,Madras,SE 16th St and SE C St,0,2,"SE 16th St and SE C St, Madras, Oregon"
1452732,13-Jul-19,California,Merced,2200 block of Beachwood Dr,0,0,"2200 block of Beachwood Dr, Merced, California"
1446403,12-Jul-19,Missouri,Saint Louis,3900 block of Utah St,0,0,"3900 block of Utah St, Saint Louis, Missouri"
1448563,12-Jul-19,Texas,Arlington,N/A,0,0,"N/A, Arlington, Texas"
1447902,12-Jul-19,Massachusetts,Holbrook,763 South St,0,0,"763 South St, Holbrook, Massachusetts"
1503243,11-Jul-19,Texas,Lubbock,3030 W Loop 289,0,0,"3030 W Loop 289, Lubbock, Texas"
1452074,11-Jul-19,Ohio,Elyria,300 block of 10th St,0,0,"300 block of 10th St, Elyria, Ohio"
1445365,11-Jul-19,Louisiana,New Orleans,Downman Rd and Curran Blvd,0,3,"Downman Rd and Curran Blvd, New Orleans, Louisiana"
1446730,11-Jul-19,West Virginia,Bluefield,1277 Stoney Ridge Rd,1,0,"1277 Stoney Ridge Rd, Bluefield, West Virginia"
1446122,11-Jul-19,California,Bakersfield,100 E Belle Ave,0,0,"100 E Belle Ave, Bakersfield, California"
1445105,11-Jul-19,Pennsylvania,Johnstown,Stone St,0,0,"Stone St, Johnstown, Pennsylvania"
1446530,11-Jul-19,Wisconsin,Green Bay,1400 block of 14th Ave,0,0,"1400 block of 14th Ave, Green Bay, Wisconsin"
1445066,11-Jul-19,Texas,Houston,5901 Royal Palms St,0,4,"5901 Royal Palms St, Houston, Texas"
1444951,11-Jul-19,New York,Cobleskill,435 Lamont District Rd,1,0,"435 Lamont District Rd, Cobleskill, New York"
1445267,10-Jul-19,Florida,Summerfield,14999 SE 32nd Ct Rd,2,1,"14999 SE 32nd Ct Rd, Summerfield, Florida"
1549570,10-Jul-19,New Mexico,Albuquerque,3011 Jane Place NE,1,0,"3011 Jane Place NE, Albuquerque, New Mexico"
1448392,10-Jul-19,New Jersey,Vineland,E Landis Ave,0,0,"E Landis Ave, Vineland, New Jersey"
1444349,10-Jul-19,Ohio,Cincinnati,Rockdale Ave and Washington Ave,0,2,"Rockdale Ave and Washington Ave, Cincinnati, Ohio"
1446121,10-Jul-19,California,Oakland,8450 Edgewater Dr,0,0,"8450 Edgewater Dr, Oakland, California"
1445156,10-Jul-19,Pennsylvania,Glenshaw,1300 block of Butler St,0,0,"1300 block of Butler St, Glenshaw, Pennsylvania"
1445808,10-Jul-19,Florida,Lakeland,1453 E Gary Rd,0,0,"1453 E Gary Rd, Lakeland, Florida"
1447272,10-Jul-19,California,Merced,E Childs Ave and Tower Rd,0,0,"E Childs Ave and Tower Rd, Merced, California"
1445659,10-Jul-19,Florida,Tallahassee,Allison Marie Ct,0,1,"Allison Marie Ct, Tallahassee, Florida"
1443747,9-Jul-19,Alabama,Grand Bay,Edmond Marcano Rd,0,0,"Edmond Marcano Rd, Grand Bay, Alabama"
1443554,9-Jul-19,Pennsylvania,Philadelphia,N/A,0,0,"N/A, Philadelphia, Pennsylvania"
1970960,9-Jul-19,Nevada,Las Vegas,N/A,0,0,"N/A, Las Vegas, Nevada"
1445035,9-Jul-19,New Jersey,Atlantic City,10 block of S Elberon Ave,0,0,"10 block of S Elberon Ave, Atlantic City, New Jersey"
1444913,9-Jul-19,Delaware,Seaford,800 block of Clementine Ct,0,0,"800 block of Clementine Ct, Seaford, Delaware"
1444745,9-Jul-19,Texas,San Antonio,8400 Standing Rock Rd,0,1,"8400 Standing Rock Rd, San Antonio, Texas"
1442743,8-Jul-19,Louisiana,New Roads,St Jude St and Landry St,0,0,"St Jude St and Landry St, New Roads, Louisiana"
1769029,8-Jul-19,West Virginia,Coalton,Fairhope Rd,0,0,"Fairhope Rd, Coalton, West Virginia"
1442995,8-Jul-19,Pennsylvania,Hazleton,N Broad St,0,1,"N Broad St, Hazleton, Pennsylvania"
1442417,8-Jul-19,California,San Francisco,24th St and Capp St,1,0,"24th St and Capp St, San Francisco, California"
1442835,8-Jul-19,Maine,Shirley Mills,118 Greenville Rd,0,1,"118 Greenville Rd, Shirley Mills, Maine"
1441935,7-Jul-19,Kansas,Wichita,610 S Oliver,0,4,"610 S Oliver, Wichita, Kansas"
1443266,7-Jul-19,Illinois,Macomb,324 W Jackson St,0,0,"324 W Jackson St, Macomb, Illinois"
1443982,7-Jul-19,New York,Yorktown Heights (Yorktown),E Main St,0,0,"E Main St, Yorktown Heights (Yorktown), New York"
1443524,6-Jul-19,Kentucky,Magnolia,Aetna Furnace Hwy,0,0,"Aetna Furnace Hwy, Magnolia, Kentucky"
1444904,6-Jul-19,California,Menifee,26000 Block of Byers Rd,0,0,"26000 Block of Byers Rd, Menifee, California"
1440985,5-Jul-19,Kentucky,Paducah,1200 block of Hedge Ln,0,0,"1200 block of Hedge Ln, Paducah, Kentucky"
1445471,5-Jul-19,Kentucky,Henderson,2606 Zion Rd,0,0,"2606 Zion Rd, Henderson, Kentucky"
1447777,5-Jul-19,Indiana,Madison,118 block of E Main St,0,0,"118 block of E Main St, Madison, Indiana"
1442516,5-Jul-19,Nevada,Mc Dermitt (Mcdermitt),401 S Rd,0,0,"401 S Rd, Mc Dermitt (Mcdermitt), Nevada"
1442917,5-Jul-19,New Mexico,Las Cruces,4615 Sonoma Ranch Blvd,0,0,"4615 Sonoma Ranch Blvd, Las Cruces, New Mexico"
1441588,4-Jul-19,Ohio,Cambridge,300 block of Cambridge St,0,0,"300 block of Cambridge St, Cambridge, Ohio"
1439186,4-Jul-19,Georgia,Moultrie,1400 block of West Blvd,0,1,"1400 block of West Blvd, Moultrie, Georgia"
1444795,4-Jul-19,Oregon,Coos Bay,Cape Arago Highway,0,0,"Cape Arago Highway, Coos Bay, Oregon"
1439753,3-Jul-19,California,Soledad,Serrano Place,0,0,"Serrano Place, Soledad, California"
1439719,3-Jul-19,Florida,Palmetto,N/A,0,0,"N/A, Palmetto, Florida"
1454129,3-Jul-19,Louisiana,Baton Rouge,9000 block of El Scott Ave,0,0,"9000 block of El Scott Ave, Baton Rouge, Louisiana"
1439319,2-Jul-19,Massachusetts,Brookline,Clinton Rd,0,0,"Clinton Rd, Brookline, Massachusetts"
